tag,category,count,genre,ja,memo
frown,0,81871,,しかめっ面,"・''・,皱眉"
back,0,81298,,背中,"ぱっくり背中,せなか"
heart-shaped_pupils,0,81083,,目がハート,"目にハート,ハート目,心形瞳孔"
copyright_name,0,80986,,作品名,
black_socks,0,80683,,黒ハイソックス,"黒ソックス,黒生,黒靴下"
beach,0,80553,,ビーチ,"砂浜,すなはま,浜辺"
half-closed_eyes,0,80433,,半目,"半眼,半目,眯眼,眯着眼睛,半闭着眼"
female_pubic_hair,0,80287,,マン毛,
phone,0,80128,,電話,电话
chain,0,80031,,くさり,"鎖,チェーン,チェイン,链条"
red_dress,0,79908,,赤いワンピース,"赤いワンピ,赤ワンピ,赤いドレス,赤ドレス"
fangs,0,79526,,八重歯,虎牙
on_side,0,78842,,松葉崩し,"横臥,侧躺"
rose,0,78739,,ばら,"荊棘,薔薇,蔷薇,玫瑰,バラ,장미,roses"
looking_down,0,78092,,下を見る,
plaid_skirt,0,78073,,チェックスカート,格子裙
blue_shirt,0,77525,,青シャツ,
cleavage_cutout,0,77290,,谷間ホール,奶窗
sandals,0,76876,,サンダル,"凉鞋,涼鞋,신발"
garter_straps,0,76740,,ガーターベルト,吊带袜的吊带
fruit,0,76430,,フルーツ,"果物,くだもの,水果"
holding_hands,0,76368,,手つなぎ,"ラブ握り,牵手"
witch_hat,0,76249,,魔女帽子,
colored_inner_hair,0,75893,,インナーカラー,"内层挑染,inner_color"
arms_behind_back,0,75890,,後ろ手,後ろ手縛り
wariza,0,75883,,ぺたん座り,"割座,女の子座り,アヒル座り,鸭子坐"
floral_print,0,75519,,花柄,
sunglasses,0,75506,,サングラス,
hatsune_miku,4,75449,,初音ミク,"初音未来,初音未來,miku_monday,mikumonday,ミクの日,hatsunemiku,初音ミクイラスト,miku,ミク,hatsumemiku,mikuhatsune,miku_hatsune,vocaloid_miku"
fox_girl,0,75355,,狐っ娘,"狐娘,foxgirl"
thigh_boots,0,75299,,サイハイブーツ,
squatting,0,75051,,しゃがみ,"蹲踞,しゃがみ,スクワット,蹲,蹲着"
testicles,0,74887,,キンタマ,"金玉,睾丸,揉みしだきたい玉,ふぐり,裏玉,玉責め"
bird,0,74754,,鳥,"鳥,擬鳥化,鳥と女の子"
shirt_lift,0,74742,,たくし上げ,"たくし上げ黒ビキニ,シャツたくし上げ"
bob_cut,0,74297,,おかっぱ,"ボブカット,ボブ,黒髪ボブ,黒髪ボブカット,茶髪ボブ,赤髪ボブ,ショートボブ,エアリーボブ,前下がりボブ,マッシュルームカット,ワンレンボブ,前上がりボブ,おかっぱ男子"
leaf,0,74100,,葉っぱ,"葉,木の葉"
demon_girl,0,73611,,悪魔っ娘,"悪魔娘,サキュバス,succubus,悪魔っ子,悪魔,ロリサキュバス"
thigh_gap,0,73339,,絶対空域,
from_below,0,73292,,ローアングル,"ぶちアングル,アオリ"
chair,0,72356,,椅子,
headphones,0,72156,,ヘッドフォン,"ヘッドホン,ヘッドホン娘,ヘッドホン男子,头戴式耳机"
animal,0,71883,,動物,"動物,动物,小动物,兽,ヨツケモ,wildlife"
wolf_ears,0,71866,,狼耳,
scar,0,71630,,傷跡,"疤痕,疤"
drill_hair,0,71624,,縦ロール,ドリルヘアー
military,0,71020,,ミリタリー,"軍事,軍用機,軍人"
bandages,0,70812,,包帯,"眼帯,绷带,包扎"
standing_on_one_leg,0,70710,,片足立ち,"单腿站立,单脚站立"
hololive_english,3,70629,,ホロライブEN,"hololiveEnglish,HololiveMyth,HololiveEN,holocouncil,holoEN,ホロライブEnglish"
fire_emblem,3,70454,,ファイアーエムブレム,"ガチホモエムブレム,FE,FireEmblem,FE版深夜の真剣お絵描き60分一本勝負,FE腐向け,火焰纹章"
obi,0,69193,,帯,"kimono_obi,kimono_belt,束带"
ring,0,69156,,リング,"戒指,指輪"
umbrella,0,68990,,傘,"伞,雨傘,雨伞"
thick_eyebrows,0,68860,,太眉,
light_brown_hair,0,68610,,茶色髪,"小麦色髪,淡褐色髪"
military_uniform,0,68455,,軍服,"軍服,军服,军装"
scrunchie,0,68383,,シュシュ,大肠圈发圈
cardigan,0,67545,,カーディガン,"카디건,開襟衫,开衫"
skirt_lift,0,67338,,スカートめくり,"スカート捲り,セルフスカートめくり,セルフスカート捲り"
bound,0,66621,,バインド,
mouth_hold,0,66239,,咥える,"咥え髪留め,くわえたくしあげ"
crossed_legs,0,65547,,足組み,"タイツ足組み,二郎腿"
sunlight,0,65424,,日光,阳光
stuffed_toy,0,65362,,ぬいぐるみ,毛绒玩具
sharp_teeth,0,64971,,ギザ歯,鲨鱼齿
wavy_mouth,0,64663,,への字口,波浪嘴
headband,0,64546,,ヘッドバンド,鉢巻
cellphone,0,64331,,ケータイ,"携帯電話,手机,电话"
happy,0,64330,,ハッピー,
lifting_own_clothes,0,64326,,たくしあげ,"たくし上げ,セルフスカートめくり,セルフスカート捲り"
flying_sweatdrops,0,64322,,汗マーク,ぼのぼの汗
elf,0,64260,,エルフ,"エロフ,ロリフ,精灵"
high_ponytail,0,64246,,ハイポニーテール,
honkai:_star_rail,3,64010,,崩壊スターレイル,"崩坏星穹铁道,崩坏:星穹铁道,スターレイル,붕괴:_스타레일,붕괴_스타레일,HonkaiStarRail,StarRail,HSR,星穹铁道,崩壊:スターレイル,崩壊スタートレイル,崩壊スターレール,hust夢,รางดาว"
trembling,0,63783,,震える,
table,0,63757,,テーブル,
tank_top,0,63634,,タンクトップ,无袖紧身背心
topless,0,63532,,トップレス,上半身裸
straddling,0,63271,,馬乗り,馬乗りパイズリ
no_humans,0,63085,,誰もいない,
abs,0,62973,,腹筋,"腹直筋,腹肌"
love_live!,3,62808,,ラブライブ,"ラブライブ!,LOVELIVEFEST,lovelive"
dark-skinned_male,0,61928,,黒人,"黑人,BBC,褐色男性"
cloudy_sky,0,61475,,曇り空,"曇天,曇り"
mob_cap,0,61044,,モブキャップ,
eating,0,60805,,もぐもぐ,
transparent_background,0,60773,,透明な背景,"PNG,背景が透明,透過PNG"
crossed_arms,0,60342,,腕組み,
underwear_only,0,60236,,下着姿,
grabbing_another's_breast,0,60139,,乳鷲掴み,"乳揉み,揉奶,背後から胸揉み,後ろから乳揉み,从背后揉奶,服の中で乳揉み,肩を組んで乳揉み"
black_bra,0,59386,,黒ブラ,黒下着
girls'_frontline,3,58976,,ドールズフロントライン,"少女前线,少女前線,少女戦線,少女戰線,少前,소녀전선,소전,GirlsFrontline,Girls'frontline,GFL,ドルフロ,DollsFrontline,銃を持った戦術人形,戦術人形"
bottle,0,58857,,ペットボトル,瓶
fellatio,0,58740,,フェラ,"フェラチオ,フェラピス,チン毛付きフェラ,ノーハンド,輪フェラ,パイフェラ,机の下のフェラ,逆フェラ,オナフェラ,うごフェラ,口交,桌下口交"
denim,0,58567,,デニム,"데님,牛仔布"
breasts_out,0,58523,,乳だけ出してる,
antenna_hair,0,57204,,アホ毛,"触角,触角娘"
feathers,0,56832,,羽毛,"正羽,綿羽,🪶"
curtains,0,56822,,カーテン,窗帘
single_hair_bun,0,56606,,お団子頭,お団子
on_stomach,0,56379,,うつぶせ,"うつ伏せ,伏臥,趴着"
cross,0,56366,,十字架,十字
slit_pupils,0,56074,,ネコ目,"猫目,猫瞳,竖瞳"
moon,0,56044,,月,
grass,0,56034,,草,
bdsm,0,55760,,ボンデージ,"ボンテージ,ドM,ドMホイホイ,ドSホイホイ,拘束具,SM"
pantyshot,0,55701,,パンチラ,"しゃがみパンチラ,露内裤,ダイナミックパンチラ"
straight_hair,0,55536,,ストレートヘア,直毛
helmet,0,55401,,ヘルメット,"フルフェイス,头盔"
final_fantasy,3,54967,,ファイナルファンタジー,"FF,最终幻想"
suspenders,0,54919,,サスペンダー,吊带
cat,0,54881,,ねこ,"猫,猫と女の子,ネコ,イエネコ,にゃにこれかわいい,猫イラスト"
tiara,0,54852,,ティアラ,
single_thighhigh,0,54602,,片足ニーハイ,片足ニーソ
backpack,0,54538,,バックパック,"リュックサック,双肩包,背包"
bent_over,0,54525,,前屈み,"前屈,鞠躬"
plant,0,54428,,植物,植物姦
tassel,0,54387,,タッセル,流苏
extra_ears,0,54347,,四つ耳,
facial_hair,0,54336,,ひげ,"髭,ヒゲ"
red_shirt,0,54276,,赤シャツ,赤いシャツ
eyepatch,0,54088,,アイパッチ,眼帯
head_wings,0,54027,,頭羽,
hakurei_reimu,4,53738,,博麗霊夢,"博麗霊夢,霊夢,青霊夢,博麗靈夢,靈夢,博丽灵梦,灵梦,하쿠레이레이무,레이무,HakureiReimu,ReimuHakurei,Reimu,Reimu_Hakurei"
girls_und_panzer,3,53652,,ガールズ&パンツァー,"ガルパン,ガールズアンドパンツァー,ガールズパンツァー,GIRLSundPANZER,GuP,ガールズ&パンツァー最終章,garupan,ガルパンはいいぞ,ガルパンイラスト再投稿企画,ガルパンバレンタインイラスト投稿企画,ガルパンクリスマスイラスト投稿企画,ガルパン最終章カウントダウンイラスト投稿企画,ガールズ&パンツ,ガールズ&モーター"
sleeping,0,53574,,まどろみ,
clenched_teeth,0,53544,,食いしばった歯,
juliet_sleeves,0,53492,,ジュリエットスリーブ,朱丽叶袖
portrait,0,53419,,ポートレート,"肖像画,似顔絵,头像,大头,顔,近特写镜头,肖像,面部特写"
hand_on_own_chest,0,53400,,胸に手,心臓を捧げよ
sisters,0,53156,,姉妹,姉妹百合
demon_tail,0,53090,,悪魔しっぽ,
blazer,0,52857,,ブレザー,
school_swimsuit,0,52716,,スクール水着,"スク水,死库水,school_mizugi,schomizu,男子スク水,スク水男の娘"
no_pants,0,52713,,ズボンなし,"スカート穿いてない,セーラーパンツ,セーラーふんどし"
crown,0,52474,,王冠,
all_fours,0,52468,,四つん這い,"女豹のポーズ,四肢着地"
cover,0,52432,,表紙,
highleg_leotard,0,52303,,ハイレグレオタード,
?,0,52133,,きょとんハテナ,
gem,0,52099,,宝石,
sneakers,0,51819,,スニーカー,运动鞋
tan,0,51648,,日焼け,"褐色,小麦肌"
muscular_male,0,51570,,ガチムチ,"筋肉,筋肉質"
china_dress,0,50954,,チャイナドレス,"旗袍,Cheongsam,長衫,チャイナ,チーパオ"
parody,0,50886,,パロディ,"パロディー,模仿"
knee_boots,0,50657,,ロングブーツ,
monster_girl,0,50563,,モンスター娘,"魔物娘,人外娘,亜人"
fire,0,50167,,火,炎
revealing_clothes,0,50009,,エロ衣装,"情趣服,側面全裸,セクシー軍服"
bug,0,49586,,虫,"昆虫,虫,곤충,蟲姦,虫姦,蟲姦管理職"
outstretched_arms,0,49550,,腕を広げる,"伸出去的双臂,伸手"
nijisanji,3,49526,,にじさんじ,"にじさんじSEEDS,にじさんじゲーマーズ,にじさんじマイクロビキニ部,2434ガールズコレクション,2434RPGガールズコレクション,彩虹社,二次三次,니지산지,NIJIArt,にじさんじ甲子園,にじさんじ甲子園2020,にじさんじ甲子園2021,にじさんじ甲子園2022,にじさんじアルプススタンド,バーチャル・タレント・アカデミー,Nijihub,Nijilewd,にじGTAFA"
undressing,0,49461,,脱ぐ,"脱衣,脱ぎかけ,半脱"
group_sex,0,49284,,複数プレイ,5P
outstretched_arm,0,49210,,腕を伸ばす,"伸手,单手伸出"
polka_dot,0,49058,,水玉,
bandaid,0,49026,,絆創膏,"创可贴,创口贴"
t-shirt,0,48984,,Tシャツ,"T恤,T恤衫"
katana,0,48686,,刀,"日本刀,打刀,太刀"
loafers,0,48132,,ローファー,
pelvic_curtain,0,48006,,前垂れ,开衩
dog_ears,0,47960,,犬耳,
towel,0,47943,,バスタオル,"タオル,毛巾"
kiss,0,47780,,キス,"口づけ,接吻,キスハメ,手コキッス,吻,亲嘴,亲亲,😘"
shoulder_armor,0,47486,,肩当て,"肩当,肩パッド"
messy_hair,0,47455,,くせ毛,"ボサボサ,ボサ髪,寝癖,寝ぐせ"
bondage,0,47392,,ボンデージ,"緊縛,ボンテージ,捆绑play,東方緊縛画"
white_pantyhose,0,47347,,白タイツ,"白ストッキング,しろたいちゅ❤️"
steam,0,47042,,湯けむり,湯気
adapted_costume,0,46800,,衣装アレンジ,
furry,0,46794,,ケモノ,"獣人,メスケモ,トリケモ,オスケモ,獣化,猫人,ケモロリ,ケモショタ,兽人,福瑞,ファーソナ,transfur,兽设,チビケモ,オリケモ,furryart,furry_art,kemono"
lingerie,0,46794,,ランジェリー,"セクシーランジェリー,女式内衣"
crossover,0,46611,,クロスオーバー,"版権クロスオーバー,联动,夢の共演,梦幻共演,双厨狂喜,乱入"
striped_thighhighs,0,46544,,縞ニーソ,
breast_press,0,46528,,胸押し付け,つぶれおっぱい
strapless_dress,0,46151,,ベアトップワンピース,
alternate_breast_size,0,45950,,貧乳化,"巨乳化,爆乳化,超乳化"
pectorals,0,45931,,雄っぱい,男子おっぱい
sex_toy,0,45844,,大人のおもちゃ,
meme,0,45735,,海外ミーム,"インターネットミーム,ミーム,沙雕"
between_breasts,0,45682,,おっぱいポケット,
armband,0,45678,,腕章,
smartphone,0,45673,,スマートフォン,"スマホ,智能手机"
otoko_no_ko,0,45638,,男の娘,"女装少年,femboy,こんな可愛い子が女の子のはずがない,わぁい,女装子,男の娘×女の子,おとこのこ,だが男だ,伪娘,伪伪郎,萝太,お姉さん×男の娘,男の娘×男の娘,男娘,秀吉,女装大佬,偽娘"
building,0,45580,,ビル,"建物,建築物"
magical_girl,0,45572,,変身ヒロイン,"魔法少女,마법소녀,mahou_shoujo,mahoushoujo,magicalgirl,馬猴燒酒,马猴烧酒"
drooling,0,45350,,よだれ,流口水
knife,0,45194,,ナイフ,knife
areola_slip,0,45071,,輪チラ,
pink_nails,0,44976,,ピンクネイル,
suit,0,44871,,スーツ,"ビジネススーツ,西装,スリーピーススーツ,3ピーススーツ,スリーピース・スーツ,3ピース・スーツ"
pointing,0,44856,,指差し,
pink_panties,0,44735,,ピンクパンツ,
couch,0,44439,,ソファー,"ソファ,沙发"
wet_clothes,0,44372,,濡れ透け,
panty_pull,0,44246,,パンツ下ろし,"パンツめくり,パンツずらし,下ろしパンツ,パンツ脱ぎ"
kirisame_marisa,4,44234,,霧雨魔理沙,"霧雨魔理沙,魔理沙,雾雨魔理沙,키리사메마리사,마리사,마이사"
mole_under_mouth,0,44215,,艶ぼくろ,
staff,0,44061,,杖,权杖
brooch,0,44025,,ブローチ,胸针
couple,0,43853,,カップル,"情侣,嗑cp"
mahou_shoujo_madoka_magica,3,43819,,魔法少女まどか☆マギカ,"まどマギ,まどかマギカ,まどか☆マギカ,魔法少女まどかマギカ,魔法少女小圆,MadokaMagica,puella_magi_madoka_magica,pmmm,puellamagimadokamagica"
ejaculation,0,43739,,射精,"射精,乳内射精,挟射,大量射精"
goggles,0,43627,,ゴーグル,护目镜
4koma,0,43598,,4コマ漫画,"4コマ,四コマ,四格漫画,4格漫画"
night_sky,0,43476,,夜空,
breath,0,43342,,呼吸,
star_(sky),0,43277,sky,星,星星
granblue_fantasy,3,43265,,グランブルーファンタジー,"グラブル,碧蓝幻想,グラ腐ル,GranblueFantasy"
>_<,0,43206,,><,
wristband,0,43072,,リストバンド,腕带
flandre_scarlet,4,42857,,フランドール・スカーレット,"フランドール・スカーレット,フランドール,芙兰朵露·斯卡雷特,芙兰朵露,플랑드르스칼렛,플랑드르,フラン,ゆっくりフラン"
robot,0,42828,,ロボット,"ロボ,ロボショタ,ロボエロ"
cropped_legs,0,42659,,脚がフレーム外,
cropped_jacket,0,42489,,ボレロ,短夹克
anal,0,42424,,アナル,"アナルセックス,着衣アナルセックス,アナル騎乗位,肛交"
bridal_gauntlets,0,42410,,ブライダルグローブ,
rope,0,42397,,ロープ,"縄,ロペ"
cherry_blossoms,0,42317,,桜の花,"桜,桜吹雪,樱花"
wind,0,42123,,風,
micro_bikini,0,41819,,マイクロビキニ,
aged_down,0,41809,,ショタ化,"幼児化,幼少期,ロリ化,子供化,幼少時代,シンスイカッコカリ,幼児体型,若返り"
hair_bobbles,0,41459,,ヘアゴム,
candy,0,41279,,あめ,"飴,飴玉,あめだま,キャンデー,キャンディ,キャンディー,スイーツ,糖,糖果"
clenched_hand,0,41100,,握り拳,握りこぶし
polearm,0,41065,,ポールウェポン,
camisole,0,40934,,キャミソール,"无袖紧身背心(细肩带),キャ"
sleeves_past_fingers,0,40698,,萌え袖,
bike_shorts,0,40658,,スパッツ,"レーサーパンツ,ジャージ+スパッツ,紧身短裤"
sheath,0,40649,,鞘,剑鞘
clothing_aside,0,40481,,股布ずらし,"ずらし挿入,ずらし事後"
gauntlets,0,40322,,ガントレット,籠手
scenery,0,40244,,風景,"風景,风景,背景,背景イラスト,环境,场景"
lipstick,0,40183,,カラーリップ,"口紅,립스틱,口红"
facial,0,40150,,顔射,
butterfly,0,40112,,蝶,"蝶々,蝴蝶"
crescent,0,40044,,三日月,"☾,三日月"
official_alternate_hairstyle,0,40017,,公式別髪型,
blue_bikini,0,39936,,青ビキニ,
low_ponytail,0,39563,,ローポニーテール,
forehead,0,39513,,おでこ,"でこ,オデコ,デコ,凸,おでこちゃん,おで娘,デコ娘,ひたい,额头,露额"
instrument,0,39484,,楽器,"乐器,民族楽器"
restrained,0,39396,,拘束,四肢拘束
pale_skin,0,39375,,色白,
curvy,0,39133,,むちむち,"むちましい,グラマラス,女神的女体"
side-tie_panties,0,38695,,紐パン,"ひもパン,ヒモパン"
interlocked_fingers,0,38640,,手と手,"ラブ握り,手指交叉"
twin_drills,0,38613,,ツインドリル,
casual,0,38559,,カジュアル,私服
side_slit,0,38282,,スリット,开衩
cover_page,0,38003,,表紙,
dragon_girl,0,37930,,ドラゴン娘,"竜娘,龍娘,龙娘,メスドラ,辰娘"
third_eye,0,37922,,第三の目,サードアイ
demon_wings,0,37866,,悪魔の羽,
clothes_writing,0,37866,,文字Tシャツ,
kemono_friends,3,37864,,けものフレンズ,"けもフレ,けものフレンズぱびりおん,けものフレンズFESTIVAL,けものフレンズフェスティバル,けもフェス,けものフレンズ2,よこがおフレンズ,オリジナルフレンズ,オリフレ,長髪けもフレ,オトナけもフレ,kemonofriends,アライさん美術部"
